ano_trabajo,nivel_experiencia,tipo_contrato,titulo_trabajo,salario_usd,porcentaje_remoto,tamano_empresa
2023,Semi-Senior,Tiempo completo,Data Engineer,260000,0,M
2023,Senior,Tiempo completo,Data Scientist,260000,0,M
2022,Semi-Senior,Tiempo completo,Data Engineer,260000,0,M
2022,Senior,Tiempo completo,Data Engineer,260000,0,M
2022,Experto,Tiempo completo,Data Engineer,260000,100,M
2022,Senior,Tiempo completo,Data Scientist,260000,100,M
2020,Senior,Tiempo completo,Machine Learning Scientist,260000,0,S
2024,Senior,Tiempo completo,Analytics Engineer,259900,100,M
2023,Senior,Tiempo completo,Business Intelligence Specialist,259900,0,M
2024,Experto,Tiempo completo,Machine Learning Engineer,259850,0,M
2024,Senior,Tiempo completo,Data Engineer,259700,100,M
2023,Senior,Tiempo completo,Data Engineer,259000,0,M
2023,Senior,Tiempo completo,Business Intelligence Engineer,259000,0,M
2023,Senior,Tiempo completo,Data Engineer,259000,100,M
2023,Senior,Tiempo completo,Data Engineer,259000,100,M
2023,Senior,Tiempo completo,Data Engineer,258900,100,M
2024,Senior,Tiempo completo,Machine Learning Engineer,258800,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,258800,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,258800,0,M
2023,Senior,Tiempo completo,Applied Scientist,258800,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,258800,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,258800,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,258800,0,M
2023,Senior,Tiempo completo,Data Engineer,258750,100,M
2023,Experto,Tiempo completo,Data Scientist,258750,0,M
2023,Experto,Tiempo completo,Data Scientist,258750,0,M
2024,Senior,Tiempo completo,Data Science,258720,0,M
2023,Senior,Tiempo completo,Data Modeler,258700,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,258700,0,M
2023,Senior,Tiempo completo,Data Scientist,258700,0,M
2023,Senior,Tiempo completo,Data Scientist,258700,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,258700,0,M
2023,Senior,Tiempo completo,Data Scientist,258700,0,M
2023,Senior,Tiempo completo,Data Scientist,258700,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,258600,100,M
2024,Experto,Tiempo completo,Data Engineer,258500,0,M
2024,Senior,Tiempo completo,Data Engineer,258500,0,M
2023,Senior,Tiempo completo,Head of Data,258500,100,M
2024,Senior,Tiempo completo,Machine Learning Engineer,258450,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,258384,100,M
2024,Senior,Tiempo completo,Research Scientist,258100,0,M
2024,Senior,Tiempo completo,Research Scientist,258100,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,258100,0,M
2024,Semi-Senior,Tiempo completo,Data Science Manager,258000,0,M
2023,Senior,Tiempo completo,Data Scientist,258000,0,M
2023,Senior,Tiempo completo,Data Scientist,258000,0,M
2023,Senior,Tiempo completo,Data Scientist,258000,0,M
2023,Senior,Tiempo completo,Data Scientist,258000,0,M
2023,Senior,Tiempo completo,Data Scientist,258000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,258000,0,M
2023,Senior,Tiempo completo,Data Scientist,258000,0,M
2023,Semi-Senior,Tiempo completo,AWS Data Architect,258000,100,L
2023,Senior,Tiempo completo,Data Scientist,258000,0,M
2023,Senior,Tiempo completo,Data Scientist,258000,0,M
2024,Senior,Tiempo completo,Data Architect,257600,0,M
2024,Junior,Tiempo completo,Research Engineer,257400,0,M
2023,Senior,Tiempo completo,Applied Scientist,257400,0,M
2023,Semi-Senior,Tiempo completo,Research Engineer,257400,0,M
2023,Semi-Senior,Tiempo completo,Research Engineer,257400,0,M
2023,Experto,Tiempo completo,Data Engineer,257400,100,M
2024,Senior,Tiempo completo,AI Architect,257250,100,M
2024,Senior,Tiempo completo,Machine Learning Engineer,257000,0,M
2023,Senior,Tiempo completo,Data Scientist,257000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,257000,0,M
2023,Senior,Tiempo completo,Data Scientist,257000,0,M
2024,Senior,Tiempo completo,Applied Scientist,256100,0,M
2023,Senior,Tiempo completo,Data Scientist,256000,100,M
2021,Senior,Tiempo completo,ML Engineer,256000,100,S
2024,Senior,Tiempo completo,Machine Learning Engineer,255800,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,255800,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,255800,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,255800,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,255800,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,255800,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,255800,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,255800,0,M
2024,Senior,Tiempo completo,Data Engineer,255800,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,255800,0,M
2024,Senior,Tiempo completo,Data Engineer,255475,100,M
2024,Senior,Tiempo completo,Data Scientist,255475,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,255360,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,255000,100,M
2024,Senior,Tiempo completo,AI Engineer,255000,100,M
2024,Senior,Tiempo completo,Data Scientist,255000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,255000,0,M
2023,Senior,Tiempo completo,Data Engineer,255000,0,M
2023,Senior,Tiempo completo,Data Engineer,255000,0,M
2023,Senior,Tiempo completo,Data Engineer,255000,0,M
2023,Senior,Tiempo completo,Data Scientist,255000,0,M
2023,Senior,Tiempo completo,Data Science Manager,255000,0,M
2022,Senior,Tiempo completo,Machine Learning Engineer,255000,100,M
2023,Senior,Tiempo completo,Data Scientist,254900,0,M
2023,Senior,Tiempo completo,Data Analytics Manager,254500,100,L
2024,Senior,Tiempo completo,Machine Learning Engineer,254400,0,M
2024,Junior,Tiempo completo,Research Scientist,254270,0,M
2024,Junior,Tiempo completo,Research Scientist,254270,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,254000,0,M
2023,Senior,Tiempo completo,Data Engineer,254000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,254000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,254000,0,M
2023,Senior,Tiempo completo,Data Engineer,254000,100,M
2023,Senior,Tiempo completo,Data Scientist,254000,0,M
2023,Senior,Tiempo completo,Data Engineer,254000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,254000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,254000,0,M
2023,Senior,Tiempo completo,Data Engineer,254000,100,M
2023,Senior,Tiempo completo,Data Engineer,254000,0,M
2023,Senior,Tiempo completo,Data Engineer,253792,0,M
2023,Senior,Tiempo completo,Research Scientist,253750,0,M
2023,Senior,Tiempo completo,Research Scientist,253750,0,M
2024,Senior,Tiempo completo,Data Scientist,253430,0,M
2024,Senior,Tiempo completo,Data Scientist,253430,0,M
2024,Senior,Tiempo completo,Data Scientist,253430,0,M
2023,Senior,Tiempo completo,Data Scientist,253430,0,M
2023,Senior,Tiempo completo,Data Scientist,253430,0,M
2023,Senior,Tiempo completo,Data Engineer,253200,0,M
2024,Junior,Tiempo completo,Research Scientist,253000,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,253000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,253000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,253000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,253000,100,M
2023,Senior,Tiempo completo,Data Scientist,253000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,253000,100,M
2023,Senior,Tiempo completo,Applied Scientist,253000,100,M
2023,Senior,Tiempo completo,Research Engineer,253000,100,M
2023,Senior,Tiempo completo,Research Engineer,253000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,253000,100,M
2023,Senior,Tiempo completo,Research Engineer,253000,100,M
2023,Semi-Senior,Tiempo completo,Research Scientist,252990,100,M
2023,Junior,Tiempo completo,Research Scientist,252990,100,M
2023,Senior,Tiempo completo,Applied Scientist,252990,100,M
2024,Senior,Tiempo completo,Data Architect,252000,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,252000,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,252000,0,M
2024,Senior,Tiempo completo,Machine Learning Scientist,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,100,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Scientist,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2023,Senior,Tiempo completo,Data Engineer,252000,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,251250,0,M
2023,Senior,Tiempo completo,Data Engineer,251250,0,M
2024,Senior,Tiempo completo,ML Engineer,251000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,250944,100,M
2024,Semi-Senior,Tiempo completo,Machine Learning Engineer,250900,0,M
2024,Semi-Senior,Tiempo completo,Machine Learning Engineer,250900,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,250900,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,250900,0,M
2023,Senior,Tiempo completo,Applied Scientist,250900,0,M
2023,Senior,Tiempo completo,Data Scientist,250830,0,M
2024,Senior,Tiempo completo,Machine Learning Researcher,250800,0,M
2024,Senior,Tiempo completo,ML Engineer,250800,0,M
2023,Junior,Tiempo completo,Research Scientist,250800,0,M
2023,Junior,Tiempo completo,Research Scientist,250800,0,M
2023,Junior,Tiempo completo,Research Scientist,250800,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,250500,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,250500,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,250500,0,M
2023,Senior,Tiempo completo,Data Architect,250500,0,M
2023,Senior,Tiempo completo,Data Architect,250500,0,M
2023,Experto,Tiempo completo,Director of Data Science,250300,100,M
2024,Semi-Senior,Tiempo completo,Applied Scientist,250000,0,M
2024,Semi-Senior,Tiempo completo,Applied Scientist,250000,0,M
2024,Semi-Senior,Tiempo completo,Data Science,250000,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,250000,0,M
2024,Semi-Senior,Tiempo completo,Applied Scientist,250000,0,M
2024,Senior,Tiempo completo,Research Scientist,250000,0,M
2024,Senior,Tiempo completo,ML Engineer,250000,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,250000,0,M
2024,Senior,Tiempo completo,Applied Scientist,250000,100,M
2024,Senior,Tiempo completo,Analytics Engineer,250000,100,M
2024,Semi-Senior,Tiempo completo,Data Product Manager,250000,0,M
2024,Senior,Tiempo completo,Data Architect,250000,100,M
2024,Senior,Tiempo completo,Machine Learning Scientist,250000,100,M
2024,Experto,Tiempo completo,Head of Data,250000,100,M
2024,Senior,Tiempo completo,Machine Learning Engineer,250000,100,M
2024,Senior,Tiempo completo,Data Scientist,250000,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,250000,100,M
2024,Semi-Senior,Tiempo completo,Data Science,250000,0,M
2024,Senior,Tiempo completo,Data Engineer,250000,100,M
2024,Senior,Tiempo completo,Data Engineer,250000,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,250000,100,M
2024,Junior,Tiempo completo,Research Analyst,250000,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,250000,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,250000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,250000,0,M
2023,Senior,Tiempo completo,Data Scientist,250000,0,M
2023,Junior,Tiempo completo,Research Engineer,250000,0,M
2023,Senior,Tiempo completo,Applied Scientist,250000,100,M
2023,Senior,Tiempo completo,Machine Learning Infrastructure Engineer,250000,0,M
2023,Senior,Tiempo completo,Data Scientist,250000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,250000,0,M
2023,Experto,Tiempo completo,Analytics Engineer,250000,100,M
2023,Senior,Tiempo completo,Machine Learning Scientist,250000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,250000,0,M
2023,Experto,Tiempo completo,Data Lead,250000,0,M
2023,Senior,Tiempo completo,Data Strategy Manager,250000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,250000,0,M
2023,Experto,Tiempo completo,Data Engineer,250000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,250000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,250000,0,M
2023,Senior,Tiempo completo,Data Engineer,250000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,250000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,250000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,250000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,250000,100,M
2023,Senior,Tiempo completo,Research Engineer,250000,0,M
2023,Senior,Tiempo completo,Data Scientist,250000,0,M
2023,Senior,Tiempo completo,Data Scientist,250000,0,M
2023,Semi-Senior,Tiempo completo,Applied Scientist,250000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,250000,0,M
2023,Senior,Tiempo completo,Research Engineer,250000,100,M
2023,Senior,Tiempo completo,Research Scientist,250000,0,M
2023,Senior,Tiempo completo,Research Scientist,250000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,250000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,250000,0,M
2023,Senior,Tiempo completo,Data Engineer,250000,0,M
2023,Experto,Tiempo completo,Data Scientist,250000,100,M
2023,Experto,Tiempo completo,Data Engineer,250000,100,M
2023,Semi-Senior,Tiempo completo,Applied Scientist,250000,0,M
2023,Senior,Tiempo completo,Research Scientist,250000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,250000,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,250000,0,M
2023,Senior,Tiempo completo,Data Scientist,250000,0,M
2023,Senior,Tiempo completo,Data Engineer,250000,0,M
2023,Senior,Tiempo completo,Research Scientist,250000,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,250000,0,M
2023,Senior,Tiempo completo,Data Analyst,250000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,250000,0,M
2023,Senior,Tiempo completo,Research Scientist,250000,0,M
2023,Senior,Tiempo completo,Data Engineer,250000,100,M
2023,Senior,Tiempo completo,Data Engineer,250000,100,M
2023,Senior,Tiempo completo,Data Engineer,250000,100,M
2023,Senior,Tiempo completo,Data Scientist,250000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,250000,0,M
2023,Senior,Tiempo completo,Data Engineer,250000,100,M
2023,Senior,Tiempo completo,Research Scientist,250000,0,M
2022,Senior,Tiempo completo,Data Engineer,250000,100,M
2022,Senior,Tiempo completo,Research Engineer,250000,0,M
2022,Senior,Tiempo completo,ETL Developer,250000,100,M
2022,Senior,Tiempo completo,ETL Developer,250000,100,M
2022,Senior,Tiempo completo,Data Engineer,250000,100,M
2022,Senior,Tiempo completo,Data Engineer,250000,100,M
2022,Senior,Tiempo completo,Analytics Engineer,250000,0,M
2022,Senior,Tiempo completo,Analytics Engineer,250000,0,M
2022,Senior,Tiempo completo,Data Engineer,250000,0,M
2022,Senior,Tiempo completo,ETL Developer,250000,0,M
2022,Senior,Tiempo completo,Data Architect,250000,0,M
2022,Senior,Tiempo completo,Data Engineer,250000,0,M
2021,Senior,Tiempo completo,Cloud Data Architect,250000,50,L
2022,Senior,Tiempo completo,Data Engineer,250000,0,M
2022,Senior,Tiempo completo,Data Architect,250000,0,M
2022,Senior,Tiempo completo,Data Engineer,250000,0,M
2022,Experto,Tiempo completo,Director of Data Science,192037,50,L
2021,Experto,Tiempo completo,Director of Data Science,250000,0,L
2020,Junior,Tiempo completo,Machine Learning Engineer,250000,50,L
2021,Semi-Senior,Tiempo completo,Data Engineer,28016,100,M
2024,Senior,Tiempo completo,Applied Scientist,249700,100,M
2023,Experto,Tiempo completo,Data Scientist,249600,100,M
2022,Senior,Tiempo completo,Research Engineer,249500,0,M
2022,Senior,Tiempo completo,Data Scientist,249500,0,M
2022,Senior,Tiempo completo,Research Scientist,249500,0,M
2023,Semi-Senior,Tiempo completo,Applied Scientist,249300,0,L
2023,Experto,Tiempo completo,Director of Data Science,249300,0,M
2023,Experto,Tiempo completo,Director of Data Science,249300,0,M
2022,Senior,Tiempo completo,Data Science Manager,249260,0,M
2022,Senior,Tiempo completo,Machine Learning Engineer,248700,0,M
2024,Senior,Tiempo completo,Data Scientist,248600,0,M
2024,Senior,Tiempo completo,Data Scientist,248600,0,M
2022,Senior,Tiempo completo,Machine Learning Software Engineer,248400,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,248100,0,M
2023,Senior,Tiempo completo,Research Scientist,248100,0,M
2023,Senior,Tiempo completo,Research Scientist,248100,0,M
2023,Senior,Tiempo completo,Research Scientist,248100,0,M
2023,Senior,Tiempo completo,Research Scientist,248100,0,M
2023,Senior,Tiempo completo,Data Scientist,248100,0,M
2023,Senior,Tiempo completo,Research Scientist,248100,0,M
2023,Senior,Tiempo completo,Research Scientist,248100,0,M
2023,Senior,Tiempo completo,Applied Scientist,248100,0,M
2023,Senior,Tiempo completo,Research Scientist,248100,0,M
2023,Senior,Tiempo completo,Applied Scientist,248100,0,M
2023,Senior,Tiempo completo,Applied Scientist,248100,0,M
2023,Senior,Tiempo completo,Research Scientist,248100,0,M
2023,Senior,Tiempo completo,Research Scientist,248100,0,M
2023,Senior,Tiempo completo,Research Scientist,248100,0,M
